"filename", "language", "C++", "CMake", "YAML", "Dart", "Markdown", "Ruby", "JSON", "Groovy", "Properties", "XML", "Swift", "HTML", "CMake Cache", "C", "comment", "blank", "total"
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/arm64-v8a/cmake_install.cmake", "CMake", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 55
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/arm64-v8a/prefab_config.json", "JSON", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/.cmake/api/v1/reply/cache-v2-8ee10e82e66f28c3d4e9.json", "JSON", 0, 0, 0, 0, 0, 0, 1391, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1392
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/.cmake/api/v1/reply/cmakeFiles-v1-840e8984ffe82133379c.json", "JSON", 0, 0, 0, 0, 0, 0, 799, 0, 0, 0, 0, 0, 0, 0, 0, 1, 800
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/.cmake/api/v1/reply/codemodel-v2-bccccc21106e98fc381e.json", "JSON", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/.cmake/api/v1/reply/directory-.-Debug-f5ebdc15457944623624.json", "JSON", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/.cmake/api/v1/reply/index-2025-03-12T11-37-38-0402.json", "JSON", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 0, 0, 78, 406
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CMakeCCompiler.cmake", "CMake", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CMakeCXXCompiler.cmake", "CMake", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 84
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CMakeSystem.cmake", "CMake", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CompilerIdC/CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 610, 62, 132, 804
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CompilerIdCXX/CMakeCXXCompilerId.cpp", "C++", 598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 130, 792
"/Users/hakonengfeldt/Dev/biks_app1/android/app/.cxx/Debug/1n1y442l/armeabi-v7a/android_gradle_build.json", "JSON", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
